path,kind,bytes,sha256,source,status,public_path,basis,reason
MANIFEST.csv,reference,175573,00ff386397910781e8f1ae74c71cdf654f1afaee79d846bd1ce49a326abaac7e,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
PORTABLE_REPLAY_VERIFIED.json,reference,2098,64ff080ad207bc5857a85ed0e0ba61f1a1e7768fe0955aa287c9f1faa4ae4400,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/LICENSE,aggregate_or_figure,1068,9f1abe28a25b5f6f95c58a81a647de3fa72ff6388d228c59bddd079255709989,R19 supplementary archive,published,LICENSE_CODE,LICENSE_CODE; DATA_LICENSES.md,Author code or non-reconstructive study aggregate/plot selected explicitly
R16/audits/r15_20260917/artifacts_sha256.csv,reference,233333,ba4585be48fb93bcb7104dd94b9092720f27facba89441c7405c3825679aaf66,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/code_sha256.csv,reference,6820,2c08c69d0d4e9c491a817b7278105a30dd1f7105edcd9214dd32d55150f744a1,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/environment_full_python311.json,reference,26078,aa1a204ff681306f70a3c93f81291f1920478ac91b8609854029df0361a18c94,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/final_state.json,reference,1051,eccf2c816b47d5ba1ab3d72a9856eccaafc7e105c2f4f6e64f13880dfb30c8fb,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/results/emt_agent_labels.json,reference,214,42897c49d103ef34575e7bf58406c76f8aa3a9496adba867b27780718936aee2,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/results/emt_provenance.json,reference,550,82a8c8fd190e2206d47d56afd06f6eb8b611ed66bd34430e35da4ba3615d31c8,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/results/emt_provenance_by_recording.csv,reference,3212,b94288ecbcfe6d051860dc97b1e5f241e653b4af109aec7e2f8168f6084d1650,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/results/models/adapt_EMT_0_0.1_target_median.csv,sample_array_or_model,1145,90d1ea63fcc2e3a2cab94dbac0afcd4b683600152e0fc8d9a5bd5e9c47e52d85,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_0_0.2_target_median.csv,sample_array_or_model,1155,5908139af8a545fecc94cfa9ce444e5407e6ba2248002375e56d80f4d0466141,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_0_0.4_target_median.csv,sample_array_or_model,1047,96b31ee6658c4432ad7ce107fc1517d377e514d6e6e9d19b243d73cd00633dce,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_0_0.6_target_median.csv,sample_array_or_model,1111,ed5e6644ca31f04e16e5a48436b59642f37e7e562678d0880ba495635b27d25e,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_0_1.0_target_median.csv,sample_array_or_model,1154,3cfe409bca12f4aeaa41002d53d565a382fb5b976e5dac3a5837beab3449d6b7,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_1_0.1_target_median.csv,sample_array_or_model,1167,078a1a178b0ccf4ec18a2b5f22126de342e3d2d49db9bab312e8c3579043ebd8,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_1_0.2_target_median.csv,sample_array_or_model,1119,0e3d0ae09391a546b378482f345188e66869a91ddfdfac95122d592599f5c449,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_1_0.4_target_median.csv,sample_array_or_model,1164,4e81e813a3bfe57d084ff356e66ad44c47d5186f156c09256eaeaf7d5502a552,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_1_0.6_target_median.csv,sample_array_or_model,1144,bb858d0188a6f45274c2203aa417b11089eefce8c13973a049814955b785bb2a,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_1_1.0_target_median.csv,sample_array_or_model,1095,5913b8f61503846665a07e50b316e2e1229d5ab2bf28814c536547552b216c6b,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_42_0.1_target_median.csv,sample_array_or_model,1174,e3ce29cd460b0e8643d44b1a1bf1aeec3e731a99596428d6b164cf7110787115,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_42_0.2_target_median.csv,sample_array_or_model,1134,f353bc3ee90516d097d2b9bba70dd4b7e6ab5740fc5be78147cac8be8d3d2699,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_42_0.4_target_median.csv,sample_array_or_model,1157,52f2dbe60f6ff90425c9062f0e28532db2f658bc6ac6df4c8f327b900c7da12f,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_42_0.6_target_median.csv,sample_array_or_model,1131,b357d9a999312cd2b3ea61a43ae0226ed8dc161c0324ac3aa282c9633c221dbb,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_EMT_42_1.0_target_median.csv,sample_array_or_model,1121,fe0b192a1bca345114914c81dabd9b69d965aaf4f44b10f2020120efc5013b25,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_0_0.1_target_median.csv,sample_array_or_model,1266,99ff232bf007b65b4641feb91736f6f9704892441de10c2dc33f923f5124bb1f,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_0_0.2_target_median.csv,sample_array_or_model,1242,8f066dcd4d33eb0ff76983d1aaf0495a612d81fef9a1d3c0c9f9e4d80b24104a,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_0_0.4_target_median.csv,sample_array_or_model,1247,35b18399617c2e83de1a176d10cb767e50ec4d36a650ec599eca73adb66707ea,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_0_0.6_target_median.csv,sample_array_or_model,1200,970f013f018082199c0bb276651f479bc354f142b8b856cfdeece3d5984c153f,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_0_1.0_target_median.csv,sample_array_or_model,1200,eb0e1507aa45d632d5f5cf30d087e1d5adfcd413e0687ca8ee2c47ba9a96cc6b,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_1_0.1_target_median.csv,sample_array_or_model,1176,c145c736d8ef9b7c0a6510a087b67fc094c1505ada5112ce0d5da79dc11954eb,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_1_0.2_target_median.csv,sample_array_or_model,1183,e5a055dfd89f58767574e48ee69d868634be6694a925939b8db7454e368c7287,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_1_0.4_target_median.csv,sample_array_or_model,1220,1d21097c6133babe896277ade04e80f01c7d90f4356bf918bfd460f488d0ad6c,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_1_0.6_target_median.csv,sample_array_or_model,1200,3445d6b1f54f78754af0b4e2c883ce89a928e523835b4aa2729429fc9ed12f5c,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_1_1.0_target_median.csv,sample_array_or_model,1213,4227f7bc5ceb12b232a8a24019a7c62d59667af00a086384b861063ccb0768b2,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_42_0.1_target_median.csv,sample_array_or_model,1198,4140c3ad701f662679a94a8e5e0490962fd36632e81371df211fb3e2f0d07e4b,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_42_0.2_target_median.csv,sample_array_or_model,1203,8b169a1032210230c58e510ad7c5a909e187c9d0162f9382e26c644df98220b4,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_42_0.4_target_median.csv,sample_array_or_model,1218,e102d7c7101af7c3db698c8a8e1d7614b058521ad60cfce6f092be3d41f63e14,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_42_0.6_target_median.csv,sample_array_or_model,1198,14a8e8d606934412fd710d17f95a3c603fc0ae92970feb927a406864b3a658a6,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_ETRI_42_1.0_target_median.csv,sample_array_or_model,1169,3c677cf839116d0591c0b06b66ee878bfedca24ae13954534935639bd6f38023,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_0_0.1_target_median.csv,sample_array_or_model,1161,8b7a434150ab869a2bb944daa768dbdebf28026f535d5bd192cc7b4e171f334b,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_0_0.2_target_median.csv,sample_array_or_model,1212,7ef4faf32580e0874a6808c0883e8d55a7a42959b9ac537674b6547e901e497d,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_0_0.4_target_median.csv,sample_array_or_model,1167,4f38c0d83f7d345ddd89d4b7b86877060325da57f4785a1bfc898bb07c59b1ae,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_0_0.6_target_median.csv,sample_array_or_model,1152,2f089416b8a45f38642997ac1a7caedba55ca8443a898263991f5c14203070fb,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_0_1.0_target_median.csv,sample_array_or_model,1163,81f388009e03b4282ec3c1862cad93add01d199f37901788a9eba3bf3a3f8628,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_1_0.1_target_median.csv,sample_array_or_model,1163,fd34a63141914c337a441f8c74d6b4cdc983f7e3eee639201f8fe456854188ba,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_1_0.2_target_median.csv,sample_array_or_model,1224,55832d41e88515d4790cc6b904fbdd7e81b5cbadb9e7abc93b6ad56e8a42f759,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_1_0.4_target_median.csv,sample_array_or_model,1182,5bfef32d18a6f1d5d1e6e273de477ab403f61c52d25fd360452c250129288ae5,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_1_0.6_target_median.csv,sample_array_or_model,1215,358075cf495ee3e97f4ec5b36473bd04a29967ea4c3ba5aa7a173b1959f1b962,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
